incident_id,date,location,casualties
6001,1939-12-22,Coventry,9
6002,1939-12-26,Birmingham,2
6003,1939-11-08,Birmingham,5
6004,1939-12-10,Coventry,11
6005,1940-02-04,Manchester,5
6006,1939-11-23,Birmingham,7
6007,1939-12-03,London,6
6008,1939-12-31,Birmingham,9
6009,1940-03-07,London,12
6010,1940-04-17,Coventry,8
6011,1940-04-16,Coventry,5
6012,1939-10-06,Coventry,12
6013,1940-04-16,Coventry,5
6014,1939-12-01,Coventry,5
6015,1940-04-24,Birmingham,8
6016,1939-10-13,Coventry,10
6017,1939-12-24,Manchester,8
6018,1939-09-02,London,9
6019,1940-03-17,Birmingham,13
6020,1939-11-01,London,17
6021,1940-02-03,London,10
6022,1939-12-28,Coventry,7
6023,1940-03-04,Birmingham,6
6024,1940-01-18,Liverpool,7
6025,1939-10-20,Birmingham,9
6026,1940-02-19,Coventry,9
6027,1940-01-30,London,4
6028,1939-10-21,London,12
6029,1940-02-25,Liverpool,11
6030,1940-01-10,Coventry,8
6031,1939-11-14,London,7
6032,1940-01-04,London,10
6033,1939-10-16,Coventry,8
6034,1939-11-25,Coventry,6
6035,1940-03-04,Manchester,11
6036,1939-09-11,London,7
6037,1940-02-15,Birmingham,7
6038,1940-03-25,Liverpool,12
6039,1940-03-09,Birmingham,7
6040,1940-04-21,London,9
6041,1940-03-19,Manchester,5
6042,1940-03-20,Manchester,10
6043,1939-09-27,London,12
6044,1939-12-16,Birmingham,4
6045,1939-10-06,Coventry,6
6046,1939-12-14,Birmingham,12
6047,1939-11-11,Birmingham,15
6048,1940-04-30,London,6
6049,1940-03-24,Birmingham,15
6050,1940-04-09,Liverpool,6
6051,1939-12-26,Liverpool,12
6052,1940-01-08,Liverpool,15
6053,1939-12-22,Birmingham,10
6054,1939-12-16,Liverpool,10
6055,1940-03-15,London,10
6056,1940-02-16,London,11
6057,1940-01-02,Liverpool,6
6058,1939-10-03,Coventry,3
6059,1940-01-10,London,9
6060,1939-12-28,Birmingham,7
6061,1940-02-01,Liverpool,8
6062,1940-01-24,Manchester,8
6063,1939-09-14,Manchester,11
6064,1939-10-05,London,13
6065,1939-10-09,Birmingham,8
6066,1940-03-21,Liverpool,12
6067,1940-03-09,London,10
6068,1939-12-04,Coventry,9
6069,1939-11-09,Coventry,6
6070,1939-11-29,Liverpool,11
6071,1939-10-02,Liverpool,6
6072,1940-01-11,Liverpool,13
6073,1939-09-17,Coventry,6
6074,1939-12-07,Manchester,13
6075,1940-04-16,Coventry,15
6076,1939-09-07,London,15
6077,1939-10-30,Birmingham,2
6078,1939-09-07,Liverpool,10
6079,1940-03-14,Birmingham,8
6080,1939-11-13,Coventry,6
6081,1940-03-11,Birmingham,8
6082,1939-09-11,Coventry,7
6083,1939-11-16,Birmingham,14
6084,1939-11-09,Coventry,11
6085,1939-11-08,Liverpool,7
6086,1939-11-30,Birmingham,6
6087,1939-10-12,Coventry,5
6088,1940-02-13,Manchester,4
6089,1939-11-25,Birmingham,16
6090,1939-12-08,Liverpool,6
6091,1940-04-07,Coventry,6
6092,1939-09-17,Liverpool,9
6093,1939-11-03,Coventry,5
6094,1940-04-22,London,10
6095,1940-05-10,Birmingham,10
6096,1940-02-26,Liverpool,6
6097,1939-11-10,Manchester,7
6098,1939-09-27,Liverpool,7
6099,1939-10-21,Coventry,3
6100,1939-12-05,London,7
6101,1940-01-21,London,7
6102,1940-04-04,Liverpool,10
6103,1940-02-07,Liverpool,8
6104,1939-10-16,Coventry,8
6105,1940-02-01,Coventry,12
6106,1939-11-13,Coventry,7
6107,1940-02-22,Liverpool,8
6108,1940-05-07,Manchester,8
6109,1939-11-26,Liverpool,7
6110,1940-04-18,Birmingham,9
6111,1940-04-20,Liverpool,15
6112,1939-12-21,Manchester,6
6113,1940-02-05,Coventry,13
6114,1940-04-17,Birmingham,7
6115,1939-12-07,London,3
6116,1940-04-08,Liverpool,9
6117,1939-12-25,Liverpool,7
6118,1939-11-21,Birmingham,14
6119,1939-09-18,London,7
6120,1939-11-20,Coventry,16
6121,1939-12-13,Liverpool,11
6122,1940-02-13,Coventry,11
6123,1939-10-18,Liverpool,15
6124,1940-04-05,Liverpool,13
6125,1940-02-07,Coventry,9
6126,1940-04-05,Liverpool,10
6127,1939-11-28,Coventry,7
6128,1939-10-02,Liverpool,12
6129,1940-02-11,London,6
6130,1940-04-27,London,8
6131,1939-12-02,Birmingham,8
6132,1940-01-09,London,8
6133,1939-10-09,Coventry,14
6134,1939-09-29,Liverpool,5
6135,1939-11-20,Coventry,9
6136,1940-03-29,Birmingham,9
6137,1940-03-17,Liverpool,17
6138,1940-02-23,Liverpool,12
6139,1939-09-13,Birmingham,17
6140,1939-09-17,Liverpool,9
6141,1940-02-27,Coventry,5
6142,1940-04-15,Liverpool,7
6143,1940-03-26,Coventry,9
6144,1940-04-23,Coventry,5
6145,1940-04-13,Manchester,9
6146,1940-01-24,Liverpool,7
6147,1940-04-18,Coventry,10
6148,1939-10-27,Liverpool,11
6149,1939-10-19,London,11
6150,1940-02-24,Liverpool,8
6151,1939-10-21,Coventry,8
6152,1939-10-25,Manchester,12
6153,1940-03-27,Birmingham,9
6154,1939-11-29,Coventry,13
6155,1939-12-03,Manchester,5
6156,1940-01-11,Coventry,9
6157,1940-04-10,Manchester,4
6158,1939-09-05,Birmingham,7
6159,1939-10-22,Manchester,9
6160,1939-11-12,Birmingham,8
6161,1939-10-04,Liverpool,8
6162,1939-09-07,London,11
6163,1939-10-14,Manchester,8
6164,1940-01-04,Liverpool,6
6165,1939-11-16,Coventry,7
6166,1940-03-18,London,12
6167,1939-09-03,Manchester,10
6168,1939-12-27,Liverpool,8
6169,1939-09-03,Liverpool,10
6170,1939-11-10,Coventry,10
6171,1940-04-01,Birmingham,4
6172,1939-10-21,London,7
6173,1940-04-04,Coventry,8
6174,1939-10-12,Coventry,12
6175,1940-01-18,London,7
6176,1940-04-11,Coventry,5
6177,1940-03-09,Manchester,18
6178,1940-02-15,Coventry,7
6179,1939-09-14,Manchester,4
6180,1939-11-15,Liverpool,5
6181,1939-11-10,Coventry,6
6182,1939-10-23,London,6
6183,1939-12-09,London,7
6184,1940-03-19,Liverpool,12
6185,1940-04-29,Coventry,6
6186,1939-12-06,London,11
6187,1940-01-18,Birmingham,13
6188,1940-02-13,Birmingham,5
6189,1939-11-01,Manchester,14
6190,1940-03-18,Birmingham,4
6191,1940-02-15,London,6
6192,1939-12-01,Liverpool,14
6193,1940-04-09,Coventry,4
6194,1940-05-07,Birmingham,10
6195,1940-01-31,Birmingham,9
6196,1939-09-28,London,5
6197,1939-09-02,London,6
6198,1940-04-14,Manchester,11
6199,1939-12-28,Birmingham,10
6200,1940-01-15,Liverpool,8
6201,1940-01-24,Manchester,6
6202,1939-10-10,Birmingham,10
6203,1939-12-03,Liverpool,10
6204,1940-03-20,Liverpool,9
6205,1940-02-02,Coventry,7
6206,1940-01-13,Coventry,8
6207,1939-10-15,Coventry,15
6208,1939-11-30,London,5
6209,1939-09-13,Birmingham,7
6210,1939-11-13,Birmingham,9
6211,1939-12-21,Birmingham,8
6212,1940-02-05,Liverpool,7
6213,1939-10-17,Coventry,8
6214,1940-04-01,Liverpool,11
6215,1940-03-16,Manchester,10
6216,1939-10-06,London,12
6217,1940-01-15,Liverpool,6
6218,1939-09-24,Birmingham,10
6219,1940-03-23,Coventry,9
6220,1940-01-15,Manchester,10
6221,1940-03-27,London,7
6222,1939-10-21,Birmingham,8
6223,1940-02-02,London,9
6224,1940-02-17,Manchester,12
6225,1940-03-13,Manchester,8
6226,1939-12-09,Birmingham,4
6227,1939-11-07,Coventry,13
6228,1939-09-08,Coventry,12
6229,1940-01-29,London,7
6230,1939-12-11,Coventry,4
6231,1940-03-07,London,12
6232,1940-02-08,London,8
6233,1939-11-10,Birmingham,11
6234,1939-11-11,Manchester,10
6235,1940-03-26,Manchester,12
6236,1939-11-27,London,7
6237,1939-11-05,Manchester,13
6238,1940-02-26,Birmingham,8
6239,1940-03-11,Birmingham,17
6240,1940-04-20,Manchester,9
6241,1939-12-28,Birmingham,12
6242,1939-10-10,Manchester,12
6243,1939-09-06,Liverpool,10
6244,1939-09-15,London,6
6245,1940-02-27,Coventry,13
6246,1939-11-21,Birmingham,9
6247,1940-05-06,London,9
6248,1940-03-22,Coventry,7
6249,1940-03-20,Coventry,7
6250,1940-02-22,Coventry,7
6251,1939-12-16,London,6
6252,1940-04-20,Birmingham,6
6253,1939-12-02,Birmingham,6
6254,1939-11-11,London,6
6255,1940-04-13,Manchester,10
6256,1939-10-04,Birmingham,5
6257,1939-12-31,Coventry,12
6258,1940-02-26,London,8
6259,1939-11-27,Coventry,9
6260,1940-04-13,Birmingham,7
6261,1939-12-18,Manchester,10
6262,1939-10-24,London,11
6263,1939-11-04,Birmingham,10
6264,1940-02-19,Birmingham,7
6265,1940-05-03,Coventry,7
6266,1940-02-16,Liverpool,12
6267,1940-01-14,Birmingham,16
6268,1939-09-08,Coventry,10
6269,1940-04-02,Liverpool,8
6270,1940-03-13,Coventry,13
6271,1939-09-06,Coventry,6
6272,1939-10-31,Birmingham,8
6273,1940-04-21,Liverpool,10
6274,1940-04-19,Liverpool,5
6275,1940-04-02,London,13
6276,1940-03-08,Coventry,11
6277,1940-02-24,Birmingham,3
6278,1939-10-02,Manchester,14
6279,1940-04-19,Manchester,11
6280,1940-02-13,Coventry,8
6281,1939-11-18,London,6
6282,1939-11-29,Liverpool,13
6283,1939-09-12,Liverpool,11
6284,1940-03-21,London,4
6285,1939-10-20,Manchester,16
6286,1939-11-06,Birmingham,7
6287,1940-02-23,Liverpool,14
6288,1939-10-12,Manchester,9
6289,1940-01-29,London,10
6290,1939-12-12,Manchester,9
6291,1939-09-05,Birmingham,7
6292,1940-04-22,Coventry,9
6293,1940-04-23,Manchester,8
6294,1939-12-11,Manchester,8
6295,1940-02-12,London,11
6296,1940-04-04,Liverpool,10
6297,1939-09-10,London,11
6298,1940-04-22,Coventry,6
6299,1940-02-18,Birmingham,11
6300,1940-01-24,Liverpool,4
6301,1940-02-13,Liverpool,4
6302,1940-01-01,Birmingham,11
6303,1940-03-16,Coventry,11
6304,1939-11-04,London,4
6305,1939-12-18,London,6
6306,1939-12-22,London,4
6307,1940-04-05,Coventry,10
6308,1939-12-09,Birmingham,10
6309,1940-04-28,Liverpool,15
6310,1939-10-25,London,8
6311,1939-11-22,Liverpool,12
6312,1939-10-03,Liverpool,7
6313,1940-05-10,Coventry,11
6314,1940-04-07,Coventry,6
6315,1939-11-13,Manchester,8
6316,1939-10-22,Manchester,7
6317,1940-04-30,Coventry,8
6318,1940-03-23,Liverpool,9
6319,1939-11-01,Coventry,12
6320,1940-01-29,Birmingham,7
6321,1940-02-14,Coventry,9
6322,1940-01-10,Liverpool,14
6323,1940-01-31,London,4
6324,1939-10-15,Liverpool,8
6325,1940-02-05,Liverpool,10
6326,1940-03-01,Birmingham,13
6327,1939-12-07,London,6
6328,1939-12-22,Manchester,11
6329,1940-04-14,Coventry,11
6330,1939-11-01,London,8
6331,1940-03-18,London,6
6332,1939-10-25,Manchester,4
6333,1940-03-27,London,6
6334,1939-11-19,Coventry,7
6335,1940-04-24,Liverpool,6
6336,1940-02-03,London,7
6337,1939-11-30,London,13
6338,1939-11-14,Birmingham,9
6339,1939-10-16,Liverpool,7
6340,1940-03-01,Birmingham,5
6341,1940-04-26,Manchester,5
6342,1939-12-07,Coventry,10
6343,1940-03-29,Coventry,12
6344,1940-01-03,Liverpool,2
6345,1940-01-31,London,9
6346,1940-03-26,London,10
6347,1940-03-30,Coventry,5
6348,1939-10-20,Coventry,7
6349,1940-02-20,Manchester,3
6350,1940-03-17,London,11
6351,1939-11-13,London,6
6352,1940-02-16,Liverpool,12
6353,1940-04-26,Manchester,13
6354,1940-03-20,Coventry,5
6355,1940-05-05,Birmingham,9
6356,1940-02-27,Coventry,6
6357,1939-12-30,Coventry,11
6358,1939-10-25,Liverpool,9
6359,1940-02-23,Birmingham,8
6360,1939-09-13,London,9
6361,1940-02-04,Manchester,9
6362,1939-11-27,London,9
6363,1939-11-01,Liverpool,5
6364,1940-04-23,London,9
6365,1939-11-05,Coventry,10
6366,1939-09-28,London,5
6367,1940-03-28,London,5
6368,1939-12-20,London,16
6369,1939-10-06,Manchester,9
6370,1940-03-09,Birmingham,12
6371,1940-01-02,Liverpool,19
6372,1939-11-24,Manchester,12
6373,1939-09-07,Manchester,6
6374,1939-12-25,Coventry,14
6375,1939-12-19,Coventry,6
6376,1940-04-23,Birmingham,5
6377,1940-03-05,Manchester,8
6378,1940-04-03,London,6
6379,1940-02-13,Liverpool,8
6380,1940-01-20,London,14
6381,1940-03-10,Liverpool,10
6382,1939-09-25,Liverpool,11
6383,1940-03-25,Coventry,9
6384,1939-11-05,Birmingham,10
6385,1939-12-29,Coventry,7
6386,1939-11-30,Birmingham,10
6387,1939-09-27,Birmingham,6
6388,1939-09-09,Birmingham,8
6389,1940-04-01,Birmingham,5
6390,1939-10-09,Manchester,11
6391,1940-03-07,Coventry,8
6392,1940-04-19,Manchester,9
6393,1940-02-14,Manchester,9
6394,1940-01-11,Birmingham,12
6395,1940-05-08,Liverpool,11
6396,1939-10-25,Birmingham,13
6397,1940-04-03,Manchester,7
6398,1940-04-06,Manchester,6
6399,1940-05-10,Coventry,14
6400,1940-05-10,Birmingham,3
6401,1939-09-09,Liverpool,10
6402,1939-10-26,London,11
6403,1940-05-02,Coventry,4
6404,1939-10-23,Liverpool,11
6405,1940-04-08,Liverpool,8
6406,1939-09-27,Manchester,10
6407,1940-02-27,Manchester,8
6408,1939-10-15,Manchester,6
6409,1939-11-23,Coventry,9
6410,1939-10-02,Birmingham,8
6411,1940-03-13,Coventry,9
6412,1939-10-06,Liverpool,6
6413,1940-01-27,Liverpool,8
6414,1939-10-05,Birmingham,7
6415,1939-09-21,Liverpool,11
6416,1939-09-04,Manchester,6
6417,1940-03-15,Birmingham,3
6418,1940-01-31,Liverpool,11
6419,1939-10-04,Birmingham,11
6420,1940-01-09,Liverpool,7
6421,1940-03-15,Manchester,13
6422,1940-01-21,Manchester,7
6423,1940-02-19,Coventry,7
6424,1940-01-29,Manchester,3
6425,1939-09-02,London,9
6426,1940-04-12,Birmingham,9
6427,1940-03-25,Liverpool,13
6428,1940-04-12,Liverpool,4
6429,1940-04-16,Coventry,8
6430,1940-02-26,Manchester,12
6431,1939-09-11,Manchester,6
6432,1939-10-25,Manchester,9
6433,1939-09-17,Liverpool,9
6434,1939-12-25,Manchester,12
6435,1940-05-07,Coventry,7
6436,1939-12-11,Coventry,9
6437,1940-02-16,Birmingham,10
6438,1940-02-21,Manchester,7
6439,1939-09-27,Birmingham,11
6440,1939-12-25,London,11
6441,1939-11-13,Coventry,15
6442,1940-02-05,Coventry,4
6443,1939-12-14,London,10
6444,1939-09-17,Liverpool,9
6445,1939-12-05,Manchester,8
6446,1940-02-07,Coventry,9
6447,1940-01-31,London,11
6448,1940-02-04,Manchester,9
6449,1940-05-01,Birmingham,5
6450,1940-03-29,Liverpool,9
6451,1939-11-26,Liverpool,5
6452,1940-01-09,London,10
6453,1939-12-09,London,7
6454,1940-03-23,Birmingham,8
6455,1940-02-10,Coventry,5
6456,1939-12-20,Manchester,6
6457,1940-04-08,Manchester,10
6458,1939-09-12,Manchester,6
6459,1940-05-06,London,13
6460,1939-12-03,London,14
6461,1940-01-25,Manchester,7
6462,1939-11-13,Liverpool,9
6463,1940-05-02,Manchester,9
6464,1940-04-05,Liverpool,5
6465,1940-05-04,Liverpool,11
6466,1939-10-11,Manchester,10
6467,1940-02-22,Liverpool,5
6468,1939-10-23,Coventry,9
6469,1939-11-22,London,10
6470,1940-01-18,Liverpool,7
6471,1940-05-01,London,6
6472,1940-03-02,Coventry,13
6473,1939-09-03,Liverpool,12
6474,1939-12-17,London,9
6475,1939-09-07,Coventry,5
6476,1940-02-05,Liverpool,8
6477,1939-11-05,Manchester,9
6478,1939-12-01,Manchester,8
6479,1940-05-04,Manchester,9
6480,1939-09-04,Coventry,10
6481,1939-09-24,Birmingham,10
6482,1939-10-01,Liverpool,6
6483,1939-10-12,Liverpool,9
6484,1940-02-29,Coventry,12
6485,1940-01-25,Liverpool,9
6486,1939-10-04,Coventry,9
6487,1939-11-19,London,7
6488,1940-01-16,London,9
6489,1939-09-26,London,9
6490,1940-03-05,Manchester,15
6491,1939-10-14,Liverpool,9
6492,1940-04-03,Birmingham,9
6493,1940-04-12,London,8
6494,1940-04-19,Coventry,7
6495,1939-09-04,Birmingham,8
6496,1940-04-02,Manchester,11
6497,1939-09-11,Coventry,4
6498,1939-11-13,Liverpool,13
6499,1940-01-01,Birmingham,10
6500,1939-12-26,Liverpool,11
6501,1939-10-22,Liverpool,6
6502,1939-09-04,Birmingham,13
6503,1940-03-29,Manchester,7
6504,1940-03-30,Birmingham,9
6505,1939-11-18,Liverpool,11
6506,1940-04-10,Coventry,13
6507,1940-01-31,Birmingham,10
6508,1939-09-13,Liverpool,5
6509,1939-10-17,London,16
6510,1939-12-22,London,10
6511,1940-02-20,Birmingham,8
6512,1940-05-04,Manchester,10
6513,1940-03-19,Birmingham,8
6514,1939-10-04,Liverpool,10
6515,1939-10-01,Manchester,7
6516,1940-03-10,Birmingham,15
6517,1939-12-02,Coventry,8
6518,1940-04-10,London,10
6519,1939-09-27,Manchester,5
6520,1940-04-29,Liverpool,10
6521,1940-02-13,Manchester,10
6522,1940-03-29,Manchester,8
6523,1940-04-13,Liverpool,8
6524,1940-02-08,Manchester,11
6525,1939-09-18,London,15
6526,1939-11-01,Coventry,7
6527,1939-12-19,Birmingham,4
6528,1939-10-09,Manchester,9
6529,1939-12-16,London,10
6530,1939-09-16,Manchester,10
6531,1940-04-14,Manchester,9
6532,1939-12-06,Liverpool,7
6533,1939-12-24,Manchester,14
6534,1939-12-01,London,9
6535,1940-04-04,Manchester,8
6536,1939-10-22,Liverpool,8
6537,1940-02-25,Birmingham,11
6538,1939-12-08,Birmingham,11
6539,1940-02-24,Birmingham,12
6540,1940-02-06,Birmingham,5
6541,1940-03-13,Liverpool,5
6542,1939-09-22,Liverpool,7
6543,1939-10-11,Manchester,4
6544,1939-11-17,Liverpool,5
6545,1939-12-24,Coventry,9
6546,1940-03-27,Liverpool,3
6547,1939-09-08,Liverpool,9
6548,1940-02-27,Coventry,12
6549,1939-10-30,London,7
6550,1940-01-09,Coventry,8
6551,1939-10-20,Liverpool,8
6552,1939-10-21,Coventry,13
6553,1939-10-16,Manchester,13
6554,1939-11-13,Coventry,9
6555,1939-12-24,Coventry,10
6556,1939-11-21,Manchester,10
6557,1940-03-27,Liverpool,7
6558,1939-11-11,Manchester,9
6559,1939-09-04,London,10
6560,1939-11-17,Manchester,14
6561,1940-01-23,Birmingham,15
6562,1939-11-26,Manchester,9
6563,1940-01-10,Manchester,5
6564,1940-01-15,Liverpool,11
6565,1940-04-22,Birmingham,9
6566,1939-11-10,Liverpool,11
6567,1939-11-14,Coventry,6
6568,1939-12-29,London,7
6569,1940-01-22,Manchester,11
6570,1940-05-09,London,7
6571,1940-02-07,Liverpool,6
6572,1939-11-11,Manchester,10
6573,1939-09-18,Liverpool,13
6574,1940-03-05,London,9
6575,1940-01-12,London,4
6576,1939-09-16,Coventry,11
6577,1940-01-26,Liverpool,6
6578,1940-04-23,Manchester,10
6579,1940-02-28,London,3
6580,1939-11-12,Manchester,6
6581,1939-10-29,London,6
6582,1940-02-28,Manchester,6
6583,1940-02-04,Coventry,8
6584,1940-01-30,Liverpool,14
6585,1940-03-04,London,17
6586,1940-05-08,Liverpool,5
6587,1940-04-15,Coventry,8
6588,1940-02-05,Manchester,6
6589,1940-04-19,Liverpool,7
6590,1939-09-06,Birmingham,9
6591,1940-01-02,Coventry,7
6592,1939-11-17,Birmingham,9
6593,1940-03-18,Coventry,7
6594,1940-05-01,Manchester,10
6595,1940-01-15,Birmingham,9
6596,1939-09-18,Birmingham,11
6597,1940-01-29,Manchester,6
6598,1940-01-07,Manchester,8
6599,1939-09-14,London,10
6600,1940-03-19,Liverpool,8
6601,1940-02-06,Coventry,7
6602,1939-11-20,Liverpool,10
6603,1940-04-04,Birmingham,8
6604,1940-01-14,Liverpool,6
6605,1940-01-05,Manchester,6
6606,1940-02-10,Liverpool,11
6607,1940-01-20,Manchester,11
6608,1940-04-04,London,5
6609,1940-02-19,Liverpool,11
6610,1940-02-07,Liverpool,5
6611,1939-10-02,Liverpool,10
6612,1940-01-24,London,8
6613,1940-01-15,Coventry,5
6614,1939-11-28,Manchester,9
6615,1940-04-22,Birmingham,13
6616,1939-09-21,Liverpool,5
6617,1939-12-06,Birmingham,5
6618,1939-12-20,Liverpool,7
6619,1940-04-12,Coventry,6
6620,1940-05-02,Liverpool,9
6621,1939-11-16,London,5
6622,1940-05-05,Coventry,11
6623,1940-04-20,Liverpool,8
6624,1940-02-11,Birmingham,8
6625,1939-11-14,Coventry,10
6626,1940-02-02,Birmingham,10
6627,1940-01-12,London,8
6628,1939-11-15,Manchester,7
6629,1940-01-14,Birmingham,6
6630,1939-12-29,Birmingham,8
6631,1939-09-01,Birmingham,7
6632,1940-02-02,London,12
6633,1940-01-01,London,8
6634,1939-10-23,Birmingham,7
6635,1940-02-20,Liverpool,8
6636,1939-10-06,Manchester,6
6637,1940-02-29,Birmingham,13
6638,1940-02-03,London,6
6639,1940-04-27,London,8
6640,1940-03-17,Coventry,5
6641,1940-02-29,London,2
6642,1939-12-25,Liverpool,6
6643,1940-01-08,Coventry,9
6644,1939-09-09,Birmingham,4
6645,1939-10-13,Liverpool,5
6646,1939-09-05,Liverpool,10
6647,1940-04-07,Birmingham,8
6648,1939-11-14,Coventry,3
6649,1940-02-11,Manchester,7
6650,1940-02-11,Manchester,9
6651,1940-02-26,Liverpool,9
6652,1940-04-28,Birmingham,5
6653,1940-04-16,Manchester,7
6654,1939-12-31,Coventry,9
6655,1940-01-17,Birmingham,6
6656,1940-02-18,Liverpool,8
6657,1940-02-05,Manchester,12
6658,1940-03-15,Manchester,8
6659,1940-05-03,Liverpool,13
6660,1939-12-21,Birmingham,8
6661,1939-10-15,Birmingham,4
6662,1939-11-01,Manchester,7
6663,1939-10-01,London,4
6664,1939-09-30,Liverpool,8
6665,1940-03-08,Manchester,8
6666,1939-10-06,Coventry,13
6667,1940-02-04,London,9
6668,1940-04-29,London,11
6669,1940-05-02,Liverpool,8
6670,1940-02-22,Manchester,6
6671,1939-11-05,Liverpool,15
6672,1940-05-03,Coventry,14
6673,1940-02-21,London,11
6674,1939-09-25,Manchester,10
6675,1940-01-09,Coventry,8
6676,1940-03-28,Liverpool,9
6677,1940-03-21,Birmingham,9
6678,1940-04-16,London,5
6679,1940-03-31,Coventry,9
6680,1939-10-05,Liverpool,12
6681,1939-11-13,Coventry,16
6682,1940-03-10,Manchester,9
6683,1940-04-18,London,9
6684,1940-02-25,London,7
6685,1939-11-04,Liverpool,8
6686,1939-09-07,London,11
6687,1939-12-27,Coventry,9
6688,1939-11-06,Birmingham,9
6689,1939-11-30,London,10
6690,1940-04-25,Liverpool,8
6691,1940-02-17,Manchester,10
6692,1939-09-17,Liverpool,8
6693,1940-04-15,Manchester,7
6694,1939-12-04,Liverpool,9
6695,1939-09-20,Coventry,8
6696,1939-10-20,Liverpool,7
6697,1940-01-31,Coventry,9
6698,1940-02-18,Manchester,7
6699,1939-09-29,London,8
6700,1940-01-13,Manchester,13
6701,1939-12-17,Manchester,10
6702,1940-02-09,Liverpool,11
6703,1940-01-20,London,17
6704,1940-02-14,London,5
6705,1939-12-08,Manchester,8
6706,1940-03-07,Coventry,10
6707,1940-01-04,Coventry,9
6708,1940-01-09,Birmingham,6
6709,1939-10-26,London,8
6710,1940-03-30,Coventry,9
6711,1940-03-21,Birmingham,10
6712,1940-03-09,Coventry,6
6713,1940-04-22,Coventry,9
6714,1940-04-20,Manchester,11
6715,1940-03-19,Manchester,8
6716,1939-12-25,Coventry,6
6717,1940-03-13,Liverpool,10
6718,1939-11-30,Liverpool,9
6719,1939-12-23,Birmingham,14
6720,1940-03-31,Liverpool,10
6721,1939-11-09,Coventry,11
6722,1940-05-02,London,12
6723,1939-09-24,Coventry,11
6724,1940-01-23,Liverpool,8
6725,1939-09-16,Liverpool,7
6726,1940-05-01,Coventry,16
6727,1940-03-30,London,4
6728,1940-01-12,Manchester,12
6729,1939-11-21,Liverpool,8
6730,1939-09-27,Coventry,7
6731,1940-02-08,Birmingham,15
6732,1939-10-13,Manchester,7
6733,1939-11-11,Manchester,16
6734,1939-09-04,Birmingham,9
6735,1939-12-13,Birmingham,7
6736,1939-09-05,Manchester,11
6737,1939-12-23,Liverpool,14
6738,1939-10-18,Liverpool,6
6739,1939-12-10,Liverpool,6
6740,1940-03-28,Manchester,6
6741,1939-09-14,London,11
6742,1940-01-07,Coventry,8
6743,1940-04-29,London,9
6744,1939-12-28,London,9
6745,1939-11-19,Coventry,16
6746,1939-09-10,Liverpool,16
6747,1939-09-14,Manchester,5
6748,1940-04-17,London,8
6749,1940-03-12,Manchester,7
6750,1940-04-21,Coventry,9
6751,1940-03-25,London,8
6752,1940-02-05,Birmingham,7
6753,1939-10-05,Liverpool,11
6754,1939-12-05,Manchester,8
6755,1939-09-27,Coventry,8
6756,1940-03-27,Liverpool,10
6757,1940-04-18,Manchester,6
6758,1940-01-09,London,6
6759,1940-02-02,Liverpool,8
6760,1939-09-22,Manchester,7
6761,1940-01-09,Manchester,5
6762,1940-03-19,Birmingham,7
6763,1939-09-25,Liverpool,10
6764,1940-04-03,London,9
6765,1940-01-31,London,10
6766,1940-02-21,Birmingham,9
6767,1940-03-29,Birmingham,8
6768,1940-04-10,Coventry,12
6769,1939-11-02,Coventry,5
6770,1939-11-12,London,15
6771,1939-09-19,London,10
6772,1939-11-01,Birmingham,6
6773,1939-09-26,Coventry,11
6774,1940-03-26,Coventry,8
6775,1939-12-25,London,10
6776,1940-02-28,London,10
6777,1940-04-30,Liverpool,8
6778,1940-04-23,London,13
6779,1939-12-27,Birmingham,9
6780,1940-02-09,London,3
6781,1940-04-05,Coventry,8
6782,1940-01-08,London,11
6783,1939-12-02,Manchester,9
6784,1939-09-21,Liverpool,12
6785,1939-09-30,Coventry,8
6786,1939-11-17,London,5
6787,1939-10-21,Birmingham,8
6788,1940-01-03,Liverpool,8
6789,1939-12-08,London,1
6790,1940-03-14,Manchester,13
6791,1939-11-28,Coventry,8
6792,1940-01-20,London,10
6793,1940-01-14,Liverpool,7
6794,1940-01-14,Coventry,7
6795,1940-03-30,Manchester,10
6796,1940-02-23,Manchester,5
6797,1940-04-17,Liverpool,6
6798,1939-09-23,Liverpool,10
6799,1939-10-28,Coventry,8
6800,1939-12-18,London,10
6801,1940-04-04,Liverpool,5
6802,1940-04-29,Manchester,14
6803,1939-10-06,Birmingham,7
6804,1939-11-22,Coventry,10
6805,1939-10-04,Liverpool,10
6806,1940-04-26,Birmingham,16
6807,1940-02-21,Manchester,8
6808,1939-09-13,Manchester,10
6809,1939-12-18,Birmingham,5
6810,1940-03-23,Manchester,12
6811,1940-01-06,Liverpool,6
6812,1940-01-13,Liverpool,9
6813,1940-04-20,Liverpool,10
6814,1940-01-30,Birmingham,6
6815,1939-10-08,Manchester,15
6816,1940-02-17,Liverpool,11
6817,1940-04-05,London,10
6818,1939-12-16,Manchester,12
6819,1939-09-05,Coventry,7
6820,1940-02-18,Manchester,6
6821,1939-11-15,Liverpool,7
6822,1940-04-24,Birmingham,5
6823,1940-01-15,Liverpool,11
6824,1940-02-24,Coventry,10
6825,1939-10-23,Manchester,9
6826,1939-09-24,Coventry,9
6827,1939-09-18,Manchester,7
6828,1940-04-19,Birmingham,8
6829,1939-10-27,Coventry,6
6830,1940-02-27,Coventry,6
